Posição,municipio,Estado,População,cidade,uf,pais
397º,Cruzeiro,São Paulo,82 895,cruzeiro,sp,Brasil
398º,Macaíba,Rio Grande do Norte,82 828,macaiba,rn,Brasil
399º,Três Rios,Rio de Janeiro,82 468,tres-rios,rj,Brasil
400º,Quixeramobim,Ceará,82 455,quixeramobim,ce,Brasil
401º,Serrinha,Bahia,81 693,serrinha,ba,Brasil
402º,Aquiraz,Ceará,81 581,aquiraz,ce,Brasil
403º,Cachoeira do Sul,Rio Grande do Sul,81 552,cachoeira-do-sul,rs,Brasil
404º,Vinhedo,São Paulo,81 516,vinhedo,sp,Brasil
405º,Curvelo,Minas Gerais,81 085,curvelo,mg,Brasil
406º,Alfenas,Minas Gerais,80 973,alfenas,mg,Brasil
407º,João Monlevade,Minas Gerais,80 903,joao-monlevade,mg,Brasil
408º,Jacobina,Bahia,80 749,jacobina,ba,Brasil
409º,Viana,Espírito Santo,80 735,viana,es,Brasil
410º,Chapadinha,Maranhão,80 705,chapadinha,ma,Brasil
411º,Telêmaco Borba,Paraná,80 588,telemaco-borba,pr,Brasil
412º,Três Corações,Minas Gerais,80 561,tres-coracoes,mg,Brasil
413º,Sapiranga,Rio Grande do Sul,80 514,sapiranga,rs,Brasil
414º,Goiana,Pernambuco,80 345,goiana,pe,Brasil
415º,Ibiúna,São Paulo,80 062,ibiuna,sp,Brasil
416º,Caçador,Santa Catarina,80 017,cacador,sc,Brasil
417º,Viçosa,Minas Gerais,79 910,vicosa,mg,Brasil
418º,Senhor do Bonfim,Bahia,79 813,senhor-do-bonfim,ba,Brasil
419º,Russas,Ceará,79 550,russas,ce,Brasil
420º,Cajamar,São Paulo,79 034,cajamar,sp,Brasil
421º,Lins,São Paulo,78 978,lins,sp,Brasil
422º,Picos,Piauí,78 627,picos,pi,Brasil
423º,Novo Repartimento,Pará,78 488,novo-repartimento,pa,Brasil
424º,Jaboticabal,São Paulo,78 029,jaboticabal,sp,Brasil
425º,Bebedouro,São Paulo,77 612,bebedouro,sp,Brasil
426º,Santo Ângelo,Rio Grande do Sul,77 544,santo-angelo,rs,Brasil
427º,Canindé,Ceará,77 484,caninde,ce,Brasil
428º,Itapetinga,Bahia,77 408,itapetinga,ba,Brasil
429º,Pirassununga,São Paulo,77 330,pirassununga,sp,Brasil
430º,Valença,Rio de Janeiro,77 202,valenca,rj,Brasil
431º,Tianguá,Ceará,77 111,tiangua,ce,Brasil
432º,Belo Jardim,Pernambuco,76 930,belo-jardim,pe,Brasil
433º,Santo Antônio do Descoberto,Goiás,76 871,santo-antonio-do-descoberto,go,Brasil
434º,Santana do Araguaia,Pará,75 995,santana-do-araguaia,pa,Brasil
435º,Cataguases,Minas Gerais,75 942,cataguases,mg,Brasil
436º,Itapira,São Paulo,75 683,itapira,sp,Brasil
437º,Concórdia,Santa Catarina,75 683,concordia,sc,Brasil
438º,Rio Largo,Alagoas,75 662,rio-largo,al,Brasil
439º,Santana do Livramento,Rio Grande do Sul,75 647,santana-do-livramento,rs,Brasil
440º,Aracati,Ceará,75 392,aracati,ce,Brasil
441º,Arcoverde,Pernambuco,75 295,arcoverde,pe,Brasil
442º,Crateús,Ceará,75 241,crateus,ce,Brasil
443º,Oriximiná,Pará,74 921,oriximina,pa,Brasil
444º,Ouro Preto,Minas Gerais,74 824,ouro-preto,mg,Brasil
445º,Cosmópolis,São Paulo,74 662,cosmopolis,sp,Brasil
446º,Cidade Ocidental,Goiás,74 370,cidade-ocidental,go,Brasil
447º,Ceará-Mirim,Rio Grande do Norte,74 268,ceara-mirim,rn,Brasil
448º,Pacajus,Ceará,74 145,pacajus,ce,Brasil
449º,Irecê,Bahia,74 050,irece,ba,Brasil
450º,Santa Rosa,Rio Grande do Sul,73 882,santa-rosa,rs,Brasil
451º,Farroupilha,Rio Grande do Sul,73 758,farroupilha,rs,Brasil
452º,Buriticupu,Maranhão,73 595,buriticupu,ma,Brasil
453º,Palmeira dos Índios,Alagoas,73 452,palmeira-dos-indios,al,Brasil
454º,Amparo,São Paulo,73 145,amparo,sp,Brasil
455º,Santa Luzia,Maranhão,73 105,santa-luzia,ma,Brasil
456º,Casa Nova,Bahia,73 092,casa-nova,ba,Brasil
457º,Rio do Sul,Santa Catarina,72 931,rio-do-sul,sc,Brasil
458º,Santa Izabel do Pará,Pará,72 856,santa-izabel-do-para,pa,Brasil
459º,Cascavel,Ceará,72 706,cascavel,ce,Brasil
460º,Esmeraldas,Minas Gerais,72 512,esmeraldas,mg,Brasil
461º,Alegrete,Rio Grande do Sul,72 493,alegrete,rs,Brasil
462º,Janaúba,Minas Gerais,72 374,janauba,mg,Brasil
463º,Venâncio Aires,Rio Grande do Sul,72 373,venancio-aires,rs,Brasil
464º,Indaial,Santa Catarina,72 346,indaial,sc,Brasil
465º,Castro,Paraná,72 125,castro,pr,Brasil
466º,Goianésia,Goiás,72 045,goianesia,go,Brasil
467º,Gaspar,Santa Catarina,71 925,gaspar,sc,Brasil
468º,São Sebastião do Paraíso,Minas Gerais,71 915,sao-sebastiao-do-paraiso,mg,Brasil
469º,Campo Formoso,Bahia,71 754,campo-formoso,ba,Brasil
470º,Grajaú,Maranhão,70 692,grajau,ma,Brasil
471º,Biguaçu,Santa Catarina,70 471,biguacu,sc,Brasil
472º,Ouricuri,Pernambuco,70 466,ouricuri,pe,Brasil
473º,Embu-Guaçu,São Paulo,70 402,embu-guacu,sp,Brasil
474º,Bom Jesus da Lapa,Bahia,70 151,bom-jesus-da-lapa,ba,Brasil
475º,Sousa,Paraíba,69 997,sousa,pb,Brasil
476º,Campo Bom,Rio Grande do Sul,69 981,campo-bom,rs,Brasil
477º,Estância,Sergipe,69 919,estancia,se,Brasil
478º,Capanema,Pará,69 828,capanema,pa,Brasil
479º,Cabedelo,Paraíba,69 773,cabedelo,pb,Brasil
480º,Escada,Pernambuco,69 701,escada,pe,Brasil
481º,Peruíbe,São Paulo,69 697,peruibe,sp,Brasil
482º,Horizonte,Ceará,69 688,horizonte,ce,Brasil
483º,Fernandópolis,São Paulo,69 680,fernandopolis,sp,Brasil
484º,Lucas do Rio Verde,Mato Grosso,69 671,lucas-do-rio-verde,mt,Brasil
485º,Lençóis Paulista,São Paulo,69 533,lencois-paulista,sp,Brasil
486º,Araranguá,Santa Catarina,69 493,ararangua,sc,Brasil
487º,Mineiros,Goiás,69 477,mineiros,go,Brasil
488º,Itapema,Santa Catarina,69 323,itapema,sc,Brasil
489º,Itapecuru-Mirim,Maranhão,69 233,itapecuru-mirim,ma,Brasil
490º,Mococa,São Paulo,69 072,mococa,sp,Brasil
491º,Caicó,Rio Grande do Norte,68 726,caico,rn,Brasil
492º,Breu Branco,Pará,68 597,breu-branco,pa,Brasil
493º,Tabatinga,Amazonas,68 502,tabatinga,am,Brasil
494º,Icó,Ceará,68 303,ico,ce,Brasil
495º,Rolândia,Paraná,68 165,rolandia,pr,Brasil
496º,Pesqueira,Pernambuco,68 067,pesqueira,pe,Brasil
497º,Januária,Minas Gerais,67 958,januaria,mg,Brasil
498º,Formiga,Minas Gerais,67 956,formiga,mg,Brasil
499º,Brumado,Bahia,67 468,brumado,ba,Brasil
500º,Conceição do Coité,Bahia,67 394,conceicao-do-coite,ba,Brasil
501º,Ipixuna do Pará,Pará,67 170,ipixuna-do-para,pa,Brasil
502º,Vacaria,Rio Grande do Sul,66 916,vacaria,rs,Brasil
503º,Lagoa Santa,Minas Gerais,66 744,lagoa-santa,mg,Brasil
504º,Camaquã,Rio Grande do Sul,66 686,camaqua,rs,Brasil
505º,Surubim,Pernambuco,66 192,surubim,pe,Brasil
506º,Maués,Amazonas,66 159,maues,am,Brasil
507º,Montenegro,Rio Grande do Sul,66 157,montenegro,rs,Brasil
508º,Bertioga,São Paulo,66 154,bertioga,sp,Brasil
509º,União dos Palmares,Alagoas,65 963,uniao-dos-palmares,al,Brasil
510º,Coroatá,Maranhão,65 788,coroata,ma,Brasil
511º,Tupã,São Paulo,65 615,tupa,sp,Brasil
512º,Pedro Leopoldo,Minas Gerais,65 149,pedro-leopoldo,mg,Brasil
513º,Itaberaba,Bahia,64 795,itaberaba,ba,Brasil
514º,Benevides,Pará,64 780,benevides,pa,Brasil
515º,Tomé-Açu,Pará,64 604,tome-acu,pa,Brasil
516º,Itamaraju,Bahia,64 423,itamaraju,ba,Brasil
517º,Itupeva,São Paulo,64 330,itupeva,sp,Brasil
518º,Camocim,Ceará,64 147,camocim,ce,Brasil
519º,Penápolis,São Paulo,64 098,penapolis,sp,Brasil
520º,Penedo,Alagoas,64 005,penedo,al,Brasil
521º,Cruz das Almas,Bahia,63 923,cruz-das-almas,ba,Brasil
522º,Barreirinhas,Maranhão,63 891,barreirinhas,ma,Brasil
523º,Primavera do Leste,Mato Grosso,63 876,primavera-do-leste,mt,Brasil
524º,Portel,Pará,63 831,portel,pa,Brasil
525º,Piripiri,Piauí,63 829,piripiri,pi,Brasil
526º,Moreno,Pernambuco,63 792,moreno,pe,Brasil
527º,Palmares,Pernambuco,63 745,palmares,pe,Brasil
528º,Acaraú,Ceará,63 556,acarau,ce,Brasil
529º,Batatais,São Paulo,63 438,batatais,sp,Brasil
530º,Igarapé-Miri,Pará,63 367,igarape-miri,pa,Brasil
531º,Boituva,São Paulo,63 310,boituva,sp,Brasil
532º,Cajazeiras,Paraíba,62 576,cajazeiras,pb,Brasil
533º,Carazinho,Rio Grande do Sul,62 413,carazinho,rs,Brasil
534º,São Miguel dos Campos,Alagoas,62 328,sao-miguel-dos-campos,al,Brasil
535º,Ulianópolis,Pará,62 286,ulianopolis,pa,Brasil
536º,Guapimirim,Rio de Janeiro,62 225,guapimirim,rj,Brasil
537º,São Gabriel,Rio Grande do Sul,62 187,sao-gabriel,rs,Brasil
538º,Viseu,Pará,62 093,viseu,pa,Brasil
539º,Viçosa do Ceará,Ceará,61 916,vicosa-do-ceara,ce,Brasil
540º,Mariana,Minas Gerais,61 830,mariana,mg,Brasil
541º,Nova Odessa,São Paulo,61 716,nova-odessa,sp,Brasil
542º,Monte Mor,São Paulo,61 707,monte-mor,sp,Brasil
543º,Barra do Garças,Mato Grosso,61 702,barra-do-garcas,mt,Brasil
544º,Barbalha,Ceará,61 662,barbalha,ce,Brasil
545º,Morada Nova,Ceará,61 590,morada-nova,ce,Brasil
546º,Salgueiro,Pernambuco,61 561,salgueiro,pe,Brasil
547º,Irati,Paraná,61 439,irati,pr,Brasil
548º,Cristalina,Goiás,61 385,cristalina,go,Brasil
549º,Dom Eliseu,Pará,61 206,dom-eliseu,pa,Brasil
550º,Ibitinga,São Paulo,61 150,ibitinga,sp,Brasil
551º,Euclides da Cunha,Bahia,61 112,euclides-da-cunha,ba,Brasil
552º,Bezerros,Pernambuco,60 960,bezerros,pe,Brasil
553º,Rio Bonito,Rio de Janeiro,60 930,rio-bonito,rj,Brasil
554º,Sidrolândia,Mato Grosso do Sul,60 792,sidrolandia,ms,Brasil
555º,Mirassol,São Paulo,60 768,mirassol,sp,Brasil
556º,São Bento do Una,Pernambuco,60 567,sao-bento-do-una,pe,Brasil
557º,Jacundá,Pará,60 517,jacunda,pa,Brasil
558º,Frutal,Minas Gerais,60 508,frutal,mg,Brasil
559º,São Miguel do Guamá,Pará,60 268,sao-miguel-do-guama,pa,Brasil
560º,Limoeiro do Norte,Ceará,60 232,limoeiro-do-norte,ce,Brasil
561º,Santo Amaro,Bahia,60 190,santo-amaro,ba,Brasil
562º,Floriano,Piauí,60 111,floriano,pi,Brasil
563º,Ponte Nova,Minas Gerais,60 003,ponte-nova,mg,Brasil
564º,Juruti,Pará,59 961,juruti,pa,Brasil
565º,Tutóia,Maranhão,59 927,tutoia,ma,Brasil
566º,Jaguariúna,São Paulo,59 921,jaguariuna,sp,Brasil
567º,São Borja,Rio Grande do Sul,59 768,sao-borja,rs,Brasil
568º,Cachoeiras de Macacu,Rio de Janeiro,59 652,cachoeiras-de-macacu,rj,Brasil
569º,Cruz Alta,Rio Grande do Sul,59 561,cruz-alta,rs,Brasil
570º,Buíque,Pernambuco,59 448,buique,pe,Brasil
571º,Parobé,Rio Grande do Sul,59 419,parobe,rs,Brasil
572º,Guarabira,Paraíba,59 389,guarabira,pb,Brasil
573º,Ipirá,Bahia,59 281,ipira,ba,Brasil
574º,Tauá,Ceará,59 259,taua,ce,Brasil
575º,Tefé,Amazonas,59 250,tefe,am,Brasil
576º,Assu,Rio Grande do Norte,58 743,assu,rn,Brasil
577º,Mongaguá,São Paulo,58 567,mongagua,sp,Brasil
578º,Santa Isabel,São Paulo,58 529,santa-isabel,sp,Brasil
579º,União da Vitória,Paraná,58 298,uniao-da-vitoria,pr,Brasil
580º,Monte Alegre,Pará,58 289,monte-alegre,pa,Brasil
581º,Içara,Santa Catarina,58 055,icara,sc,Brasil
582º,Campo Alegre,Alagoas,57 997,campo-alegre,al,Brasil
583º,Vargem Grande,Maranhão,57 813,vargem-grande,ma,Brasil
584º,Taquara,Rio Grande do Sul,57 740,taquara,rs,Brasil
585º,Coruripe,Alagoas,57 647,coruripe,al,Brasil
586º,Taquaritinga,São Paulo,57 547,taquaritinga,sp,Brasil
587º,Manicoré,Amazonas,57 405,manicore,am,Brasil
588º,Alenquer,Pará,57 390,alenquer,pa,Brasil
589º,Paudalho,Pernambuco,57 346,paudalho,pe,Brasil
590º,Andradina,São Paulo,57 245,andradina,sp,Brasil
591º,Humaitá,Amazonas,57 195,humaita,am,Brasil
592º,Três Pontas,Minas Gerais,57 127,tres-pontas,mg,Brasil
593º,Capivari,São Paulo,56 973,capivari,sp,Brasil
594º,Porto Ferreira,São Paulo,56 848,porto-ferreira,sp,Brasil
595º,Pirapora,Minas Gerais,56 845,pirapora,mg,Brasil
596º,Mafra,Santa Catarina,56 825,mafra,sc,Brasil
597º,Trairi,Ceará,56 653,trairi,ce,Brasil
598º,São Francisco,Minas Gerais,56 625,sao-francisco,mg,Brasil
599º,Naviraí,Mato Grosso do Sul,56 484,navirai,ms,Brasil
600º,Registro,São Paulo,56 463,registro,sp,Brasil
601º,Canguçu,Rio Grande do Sul,56 370,cangucu,rs,Brasil
602º,Artur Nogueira,São Paulo,56 247,artur-nogueira,sp,Brasil
603º,Limoeiro,Pernambuco,56 149,limoeiro,pe,Brasil
604º,Nova Andradina,Mato Grosso do Sul,56 057,nova-andradina,ms,Brasil
605º,Congonhas,Minas Gerais,55 836,congonhas,mg,Brasil
606º,Rolim de Moura,Rondônia,55 748,rolim-de-moura,ro,Brasil
607º,Acará,Pará,55 744,acara,pa,Brasil
608º,Piedade,São Paulo,55 731,piedade,sp,Brasil
609º,Ibiporã,Paraná,55 688,ibipora,pr,Brasil
610º,Olímpia,São Paulo,55 477,olimpia,sp,Brasil
611º,São José do Rio Pardo,São Paulo,55 298,sao-jose-do-rio-pardo,sp,Brasil
612º,Catu,Bahia,55 222,catu,ba,Brasil
613º,Granja,Ceará,55 170,granja,ce,Brasil
614º,Eusébio,Ceará,55 035,eusebio,ce,Brasil
615º,Capão da Canoa,Rio Grande do Sul,55 009,capao-da-canoa,rs,Brasil
616º,Jaguaquara,Bahia,54 913,jaguaquara,ba,Brasil
617º,Araci,Bahia,54 903,araci,ba,Brasil
618º,São Francisco do Sul,Santa Catarina,54 751,sao-francisco-do-sul,sc,Brasil
619º,Acopiara,Ceará,54 687,acopiara,ce,Brasil
620º,Boa Viagem,Ceará,54 680,boa-viagem,ce,Brasil
621º,Vigia,Pará,54 650,vigia,pa,Brasil
622º,Canoinhas,Santa Catarina,54 558,canoinhas,sc,Brasil
623º,Capitão Poço,Pará,54 545,capitao-poco,pa,Brasil
624º,Campo Belo,Minas Gerais,54 338,campo-belo,mg,Brasil
625º,Beberibe,Ceará,54 315,beberibe,ce,Brasil
626º,Vargem Grande Paulista,São Paulo,54 315,vargem-grande-paulista,sp,Brasil
627º,Barra,Bahia,54 225,barra,ba,Brasil
628º,Videira,Santa Catarina,54 145,videira,sc,Brasil
629º,Ribeira do Pombal,Bahia,54 097,ribeira-do-pombal,ba,Brasil
630º,Marechal Cândido Rondon,Paraná,54 031,marechal-candido-rondon,pr,Brasil
631º,Porto Feliz,São Paulo,53 698,porto-feliz,sp,Brasil
632º,Santo Estêvão,Bahia,53 666,santo-estevao,ba,Brasil
633º,Inhumas,Goiás,53 655,inhumas,go,Brasil
634º,Porto Nacional,Tocantins,53 618,porto-nacional,to,Brasil
635º,Tramandaí,Rio Grande do Sul,53 507,tramandai,rs,Brasil
636º,Itapajé,Ceará,53 448,itapaje,ce,Brasil
637º,Itupiranga,Pará,53 439,itupiranga,pa,Brasil
638º,Rondon do Pará,Pará,53 242,rondon-do-para,pa,Brasil
639º,Lagoa da Prata,Minas Gerais,53 236,lagoa-da-prata,mg,Brasil
640º,Paracambi,Rio de Janeiro,53 093,paracambi,rj,Brasil
641º,Itabirito,Minas Gerais,52 996,itabirito,mg,Brasil
642º,Sapé,Paraíba,52 977,sape,pb,Brasil
643º,Tobias Barreto,Sergipe,52 861,tobias-barreto,se,Brasil
644º,Viana,Maranhão,52 852,viana,ma,Brasil
645º,Marechal Deodoro,Alagoas,52 848,marechal-deodoro,al,Brasil
646º,Prudentópolis,Paraná,52 776,prudentopolis,pr,Brasil
647º,São Joaquim da Barra,São Paulo,52 737,sao-joaquim-da-barra,sp,Brasil
648º,Campos do Jordão,São Paulo,52 713,campos-do-jordao,sp,Brasil
649º,Leopoldina,Minas Gerais,52 690,leopoldina,mg,Brasil
650º,Timbaúba,Pernambuco,52 587,timbauba,pe,Brasil
651º,Paraíso do Tocantins,Tocantins,52 521,paraiso-do-tocantins,to,Brasil
652º,Palmas,Paraná,52 503,palmas,pr,Brasil
653º,Delmiro Gouveia,Alagoas,52 501,delmiro-gouveia,al,Brasil
654º,Óbidos,Pará,52 473,obidos,pa,Brasil
655º,Rurópolis,Pará,52 473,ruropolis,pa,Brasil
656º,Laranjal do Jari,Amapá,52 302,laranjal-do-jari,ap,Brasil
657º,Xanxerê,Santa Catarina,52 290,xanxere,sc,Brasil
658º,Guaxupé,Minas Gerais,52 234,guaxupe,mg,Brasil
659º,Zé Doca,Maranhão,52 190,ze-doca,ma,Brasil
660º,Jaraguá,Goiás,52 160,jaragua,go,Brasil
661º,Alta Floresta,Mato Grosso,52 105,alta-floresta,mt,Brasil
662º,Rio Grande da Serra,São Paulo,52 009,rio-grande-da-serra,sp,Brasil
663º,Pontal,São Paulo,51 717,pontal,sp,Brasil
664º,Brejo da Madre de Deus,Pernambuco,51 696,brejo-da-madre-de-deus,pe,Brasil
665º,Jaru,Rondônia,51 469,jaru,ro,Brasil
666º,Bom Despacho,Minas Gerais,51 436,bom-despacho,mg,Brasil
667º,Quirinópolis,Goiás,51 323,quirinopolis,go,Brasil
668º,Estância Velha,Rio Grande do Sul,51 292,estancia-velha,rs,Brasil
669º,Caetité,Bahia,51 184,caetite,ba,Brasil
670º,Cabreúva,São Paulo,51 130,cabreuva,sp,Brasil
671º,Monte Alto,São Paulo,51 039,monte-alto,sp,Brasil
672º,Louveira,São Paulo,51 007,louveira,sp,Brasil
673º,Lago da Pedra,Maranhão,50 959,lago-da-pedra,ma,Brasil
674º,Tucano,Bahia,50 903,tucano,ba,Brasil
675º,Itararé,São Paulo,50 778,itarare,sp,Brasil
676º,Nova Venécia,Espírito Santo,50 751,nova-venecia,es,Brasil
677º,Cerquilho,São Paulo,50 631,cerquilho,sp,Brasil
678º,Bocaiuva,Minas Gerais,50 521,bocaiuva,mg,Brasil
679º,Macaúbas,Bahia,50 481,macaubas,ba,Brasil
680º,Brejo Santo,Ceará,50 195,brejo-santo,ce,Brasil
681º,Coelho Neto,Maranhão,49 804,coelho-neto,ma,Brasil
682º,Iranduba,Amazonas,49 718,iranduba,am,Brasil
683º,Baião,Pará,49 454,baiao,pa,Brasil
684º,São Gonçalo do Amarante,Ceará,49 306,sao-goncalo-do-amarante,ce,Brasil
685º,Santiago,Rio Grande do Sul,49 298,santiago,rs,Brasil
686º,Jales,São Paulo,49 291,jales,sp,Brasil
687º,Monte Santo,Bahia,49 145,monte-santo,ba,Brasil
688º,Pacajá,Pará,49 110,pacaja,pa,Brasil
689º,Pedreira,São Paulo,48 992,pedreira,sp,Brasil
690º,Bom Conselho,Pernambuco,48 975,bom-conselho,pe,Brasil
691º,Maracaju,Mato Grosso do Sul,48 944,maracaju,ms,Brasil
692º,Lapa,Paraná,48 651,lapa,pr,Brasil
693º,Mauriti,Ceará,48 370,mauriti,ce,Brasil
694º,São Benedito,Ceará,48 354,sao-benedito,ce,Brasil
695º,Presidente Dutra,Maranhão,48 264,presidente-dutra,ma,Brasil
696º,Tremembé,São Paulo,48 228,tremembe,sp,Brasil
697º,Nova Mutum,Mato Grosso,48 222,nova-mutum,mt,Brasil
698º,Santa Cruz do Rio Pardo,São Paulo,48 207,santa-cruz-do-rio-pardo,sp,Brasil
699º,Aquidauana,Mato Grosso do Sul,48 184,aquidauana,ms,Brasil
700º,Conceição do Araguaia,Pará,48 115,conceicao-do-araguaia,pa,Brasil
701º,Monte Carmelo,Minas Gerais,48 049,monte-carmelo,mg,Brasil
702º,João Pinheiro,Minas Gerais,47 990,joao-pinheiro,mg,Brasil
703º,Diamantina,Minas Gerais,47 924,diamantina,mg,Brasil
704º,Santana do Ipanema,Alagoas,47 910,santana-do-ipanema,al,Brasil
705º,Cornélio Procópio,Paraná,47 840,cornelio-procopio,pr,Brasil
706º,Ribeirão,Pernambuco,47 813,ribeirao,pe,Brasil
707º,Mairinque,São Paulo,47 723,mairinque,sp,Brasil
708º,Lábrea,Amazonas,47 685,labrea,am,Brasil
709º,Mata de São João,Bahia,47 643,mata-de-sao-joao,ba,Brasil
710º,Atalaia,Alagoas,47 540,atalaia,al,Brasil
711º,Pederneiras,São Paulo,47 523,pederneiras,sp,Brasil
712º,Barras,Piauí,47 298,barras,pi,Brasil
713º,Dracena,São Paulo,47 287,dracena,sp,Brasil
714º,Sena Madureira,Acre,47 168,sena-madureira,ac,Brasil
715º,São Mateus do Sul,Paraná,47 137,sao-mateus-do-sul,pr,Brasil
716º,Capão Bonito,São Paulo,47 098,capao-bonito,sp,Brasil
717º,Araioses,Maranhão,47 095,araioses,ma,Brasil
718º,Toritama,Pernambuco,47 088,toritama,pe,Brasil
719º,Niquelândia,Goiás,47 064,niquelandia,go,Brasil
720º,São Gabriel da Cachoeira,Amazonas,47 031,sao-gabriel-da-cachoeira,am,Brasil
721º,Morrinhos,Goiás,46 955,morrinhos,go,Brasil
722º,Campo Maior,Piauí,46 950,campo-maior,pi,Brasil
723º,Medianeira,Paraná,46 940,medianeira,pr,Brasil
724º,Augusto Corrêa,Pará,46 937,augusto-correa,pa,Brasil
725º,Guajará-Mirim,Rondônia,46 930,guajara-mirim,ro,Brasil
726º,Poções,Bahia,46 885,pocoes,ba,Brasil
727º,Sirinhaém,Pernambuco,46 845,sirinhaem,pe,Brasil
728º,Osório,Rio Grande do Sul,46 815,osorio,rs,Brasil
729º,Guaramirim,Santa Catarina,46 757,guaramirim,sc,Brasil
730º,Xique-Xique,Bahia,46 562,xique-xique,ba,Brasil
731º,São Lourenço,Minas Gerais,46 539,sao-lourenco,mg,Brasil
732º,Santo Antônio da Platina,Paraná,46 503,santo-antonio-da-platina,pr,Brasil
733º,Laguna,Santa Catarina,46 424,laguna,sc,Brasil
734º,Livramento de Nossa Senhora,Bahia,46 372,livramento-de-nossa-senhora,ba,Brasil
735º,Santos Dumont,Minas Gerais,46 357,santos-dumont,mg,Brasil
736º,Salto de Pirapora,São Paulo,46 285,salto-de-pirapora,sp,Brasil
737º,Goianira,Goiás,46 278,goianira,go,Brasil
738º,Paraguaçu Paulista,São Paulo,46 180,paraguacu-paulista,sp,Brasil
739º,Serrana,São Paulo,46 166,serrana,sp,Brasil
740º,Pontes e Lacerda,Mato Grosso,46 105,pontes-e-lacerda,mt,Brasil
741º,São Bento,Maranhão,45 989,sao-bento,ma,Brasil
742º,Ipiaú,Bahia,45 969,ipiau,ba,Brasil
743º,Canela,Rio Grande do Sul,45 957,canela,rs,Brasil
744º,Mangaratiba,Rio de Janeiro,45 941,mangaratiba,rj,Brasil
745º,Porangatu,Goiás,45 866,porangatu,go,Brasil
746º,Casimiro de Abreu,Rio de Janeiro,45 864,casimiro-de-abreu,rj,Brasil
747º,Imbituba,Santa Catarina,45 711,imbituba,sc,Brasil
748º,Timbó,Santa Catarina,45 703,timbo,sc,Brasil
749º,Jardinópolis,São Paulo,45 544,jardinopolis,sp,Brasil
750º,Marau,Rio Grande do Sul,45 523,marau,rs,Brasil
751º,Xinguara,Pará,45 416,xinguara,pa,Brasil
752º,Uruará,Pará,45 395,uruara,pa,Brasil
753º,Mamanguape,Paraíba,45 385,mamanguape,pb,Brasil
754º,Caeté,Minas Gerais,45 364,caete,mg,Brasil
755º,Barra de São Francisco,Espírito Santo,45 301,barra-de-sao-francisco,es,Brasil
756º,Currais Novos,Rio Grande do Norte,45 022,currais-novos,rn,Brasil
757º,Maragogipe,Bahia,44 902,maragogipe,ba,Brasil
758º,Benjamin Constant,Amazonas,44 873,benjamin-constant,am,Brasil
759º,Paraíba do Sul,Rio de Janeiro,44 741,paraiba-do-sul,rj,Brasil
760º,Orlândia,São Paulo,44 682,orlandia,sp,Brasil
761º,União,Piauí,44 649,uniao,pi,Brasil
762º,Espírito Santo do Pinhal,São Paulo,44 607,espirito-santo-do-pinhal,sp,Brasil
763º,Panambi,Rio Grande do Sul,44 583,panambi,rs,Brasil
764º,Presidente Epitácio,São Paulo,44 572,presidente-epitacio,sp,Brasil
765º,Teotônio Vilela,Alagoas,44 570,teotonio-vilela,al,Brasil
766º,São José de Mipibu,Rio Grande do Norte,44 566,sao-jose-de-mipibu,rn,Brasil
767º,Igarapé,Minas Gerais,44 561,igarape,mg,Brasil
768º,São Sebastião do Passé,Bahia,44 554,sao-sebastiao-do-passe,ba,Brasil
769º,Garça,São Paulo,44 429,garca,sp,Brasil
770º,Queimadas,Paraíba,44 388,queimadas,pb,Brasil
771º,Seabra,Bahia,44 370,seabra,ba,Brasil
772º,Itaberaí,Goiás,44 329,itaberai,go,Brasil
773º,Santa Rita do Sapucaí,Minas Gerais,44 226,santa-rita-do-sapucai,mg,Brasil
774º,Amontada,Ceará,44 195,amontada,ce,Brasil
775º,Vera Cruz,Bahia,44 185,vera-cruz,ba,Brasil
776º,Paraty,Rio de Janeiro,44 175,paraty,rj,Brasil
